CompetitorId,Back Squat,Clean and Jerk,Snatch,Deadlift,Fran,Grace,Helen,Filthy 50,Sprint 400m,Run 5k,Fight Gone Bad,Max Pull-ups,L1 Benchmark
1500942,80 kg,55 kg,38 kg,103 kg,--,--,13:11,--,--,--,275,--,
258085,70 kg,50 kg,48 kg,90 kg,--,--,--,--,--,--,--,--,
1308089,--,--,--,--,--,--,--,--,--,--,--,--,
931927,--,--,--,--,--,--,--,--,--,--,--,--,
761028,--,--,--,--,--,--,--,--,--,--,--,--,
1561509,--,--,--,--,--,--,--,--,--,--,--,--,
2073075,195 lb,135 lb,95 lb,250 lb,--,--,--,--,--,--,--,--,--
2261296,165 lb,115 lb,105 lb,215 lb,--,--,--,--,--,--,--,--,
1892294,--,--,--,--,--,--,--,--,--,--,--,--,
2187797,85 kg,58 kg,--,115 kg,--,--,--,--,--,19:21,--,10,
712411,--,--,--,--,--,--,--,--,--,--,--,--,
1153740,--,--,--,--,--,--,--,--,--,--,--,--,
1057514,--,--,--,--,--,--,--,--,--,--,--,--,
957420,95 kg,65 kg,45 kg,102 kg,--,--,--,--,--,--,--,--,
1597168,285 lb,175 lb,125 lb,305 lb,6:30,--,14:08,34:14,--,--,--,--,
2222002,--,--,--,--,--,--,--,--,--,--,--,--,
2403287,--,--,--,--,--,--,--,--,--,--,--,--,
815265,210 lb,170 lb,120 lb,300 lb,5:58,2:58,11:36,--,--,--,--,--,--
1567021,--,--,--,--,--,--,--,--,--,--,--,--,
1169043,--,--,--,--,--,--,--,--,--,--,--,--,
242214,--,--,--,--,--,--,--,--,--,--,--,--,
597612,--,--,--,--,--,--,--,--,--,--,--,--,
314148,--,--,--,--,--,--,--,--,--,--,--,--,
960574,--,--,--,--,--,--,--,--,--,--,--,--,
733747,82 kg,60 kg,--,125 kg,--,--,--,--,--,22:15,--,--,--
1762409,165 lb,120 lb,--,205 lb,--,4:38,13:18,--,--,24:48,--,--,
340302,--,--,--,--,--,--,--,--,--,--,--,--,
50263,200 lb,155 lb,100 lb,255 lb,5:21,4:04,10:56,23:05,1:43,27:38,276,25,
2404442,170 lb,135 lb,95 lb,255 lb,--,--,--,--,--,--,--,--,
923955,--,--,--,--,--,--,--,--,--,--,--,--,
1574845,--,--,--,--,--,--,--,--,--,--,--,--,
2421672,--,140 lb,85 lb,258 lb,4:52,--,12:24,--,--,27:35,--,--,
2427939,--,--,--,--,--,--,--,--,--,--,--,--,
1062235,95 kg,62 kg,50 kg,95 kg,10:00,3:56,--,--,--,--,--,--,
1264677,195 lb,145 lb,90 lb,245 lb,--,--,--,--,--,--,--,--,
942704,--,--,--,--,--,--,--,--,--,--,--,--,
2273022,--,--,--,--,--,--,--,--,--,--,--,--,
514060,--,--,--,--,--,--,--,--,--,--,--,--,
101572,--,--,--,--,--,--,--,--,--,--,--,--,
102770,210 lb,135 lb,--,285 lb,4:33,3:08,9:38,23:10,1:30,21:23,344,--,
1359318,--,--,--,--,--,--,--,--,--,--,--,--,
1924398,--,--,105 lb,245 lb,5:30,3:42,--,--,--,--,--,--,
114667,--,--,--,--,--,--,--,--,--,--,--,--,
2459098,--,--,--,--,--,--,--,--,--,--,--,--,
1588649,215 lb,145 lb,95 lb,275 lb,6:23,3:45,13:38,--,--,32:04,238,11,
1004566,--,--,--,--,--,--,--,--,--,--,--,--,
1801327,245 lb,160 lb,120 lb,315 lb,--,--,--,--,--,30:53,286,--,
160233,185 lb,135 lb,100 lb,200 lb,--,--,--,--,--,--,--,--,
1579797,155 lb,130 lb,85 lb,255 lb,7:43,--,--,--,--,25:57,--,--,
1963672,--,--,--,--,--,--,--,--,--,--,--,--,
585740,--,--,--,--,--,--,--,--,--,26:37,--,--,--
2400773,--,--,--,--,--,--,--,--,--,--,--,--,
2175734,--,--,--,--,--,--,--,--,--,--,--,--,
2073174,--,--,--,--,--,--,--,--,--,--,--,--,
1281232,--,--,--,--,--,--,--,--,--,--,--,--,
1557654,--,60 kg,--,145 kg,--,--,--,--,--,--,--,11,
2410287,--,--,--,--,--,--,--,--,--,--,--,--,
1793734,220 lb,155 lb,100 lb,265 lb,--,--,--,--,--,--,--,--,
2399196,185 lb,--,--,235 lb,--,--,--,--,--,--,--,--,--
1887030,100 kg,75 kg,50 kg,110 kg,--,--,--,--,--,--,--,15,
921934,78 kg,60 kg,43 kg,113 kg,6:32,5:36,13:08,--,--,--,--,13,
1604376,85 kg,70 kg,45 kg,125 kg,--,--,12:59,--,--,23:26,256,12,
1246026,--,--,--,--,--,--,--,--,--,--,--,--,
1362191,--,--,--,--,--,--,--,--,--,--,--,--,
2316402,275 lb,195 lb,140 lb,315 lb,5:12,--,--,--,--,--,--,--,
2167936,--,--,--,--,--,--,--,--,--,--,--,--,
1421785,--,155 lb,95 lb,245 lb,--,--,--,--,--,--,--,--,
904939,175 lb,120 lb,90 lb,220 lb,--,--,--,--,--,--,--,25,
1965688,--,--,--,--,--,--,--,--,--,--,--,--,
1306030,--,60 kg,--,123 kg,--,--,--,--,--,--,--,--,
982712,--,--,--,--,--,--,--,--,--,--,--,--,
429761,215 lb,169 lb,123 lb,305 lb,--,--,--,--,--,--,--,--,
1184003,205 lb,150 lb,106 lb,235 lb,5:42,5:34,11:58,--,--,--,241,9,
1963810,--,--,--,--,--,--,--,--,--,--,--,--,
1331112,235 lb,185 lb,145 lb,305 lb,5:09,2:28,11:55,29:54,--,--,264,--,
1300450,215 lb,150 lb,105 lb,265 lb,--,3:42,--,--,--,28:59,--,3,
2507707,--,--,--,--,--,--,--,--,--,--,--,--,
796409,180 lb,135 lb,102 lb,235 lb,5:59,4:20,9:23,23:16,1:17,22:01,281,22,
1030892,--,--,--,--,--,--,--,--,--,--,--,--,
1569863,--,--,--,--,--,--,--,--,--,--,--,--,
686715,205 lb,160 lb,120 lb,250 lb,--,--,10:16,--,--,--,--,--,
454710,255 lb,165 lb,105 lb,310 lb,3:48,3:33,9:58,--,--,28:00,290,15,--
342969,--,--,--,--,--,--,--,--,--,--,--,--,
2182535,80 kg,62 kg,45 kg,110 kg,9:49,4:59,--,--,--,--,--,12,
1005643,65 kg,55 kg,35 kg,135 kg,9:52,4:34,--,--,--,26:30,--,5,
1277527,--,--,--,--,--,--,--,--,--,--,--,--,
998258,--,--,--,--,--,--,--,--,--,--,--,--,
1808002,--,--,--,--,--,--,--,--,--,--,--,--,
507340,175 lb,145 lb,105 lb,215 lb,--,5:22,11:50,--,--,--,--,--,
2016664,185 lb,120 lb,100 lb,250 lb,--,--,--,--,1:04,--,--,4,
493131,205 lb,155 lb,--,260 lb,--,2:58,--,27:52,--,--,304,20,
2230564,75 kg,67 kg,47 kg,90 kg,--,--,--,--,--,--,--,--,--
391255,175 lb,135 lb,100 lb,235 lb,--,--,--,--,--,--,--,--,
1631958,--,--,--,--,--,--,--,--,--,--,--,--,
400284,--,--,--,--,--,--,--,--,--,--,--,--,
2466091,--,--,--,--,--,--,--,--,--,--,--,--,
150922,215 lb,175 lb,130 lb,250 lb,--,--,--,--,--,--,--,--,
1687359,185 lb,--,75 lb,190 lb,--,--,--,--,--,--,--,--,
542408,--,--,--,--,--,--,--,--,--,--,--,--,
1975220,--,135 lb,95 lb,215 lb,9:35,4:26,--,--,--,--,--,--,
1604817,--,--,--,--,--,--,--,--,--,--,--,--,
874640,--,--,--,--,--,--,--,--,--,--,--,--,
2449257,--,62 kg,32 kg,95 kg,--,--,--,--,--,--,--,--,
1038627,140 lb,135 lb,106 lb,190 lb,--,--,--,--,--,--,--,--,
1687069,--,--,--,--,--,--,--,--,--,--,--,--,
2262252,--,--,--,--,--,--,--,--,--,--,--,--,
1790713,90 kg,47 kg,35 kg,75 kg,--,--,--,--,1:26,--,--,10,
1673823,80 kg,60 kg,45 kg,100 kg,--,3:31,11:10,--,--,29:04,--,--,
2194665,80 kg,62 kg,40 kg,--,--,--,--,--,--,34:34,--,--,--
2164979,--,--,--,--,--,--,--,--,--,--,--,--,
1309559,--,--,--,--,--,--,--,--,--,--,--,--,
1418578,210 lb,155 lb,115 lb,275 lb,--,--,--,--,--,24:00,--,12,
1636686,--,--,--,--,--,--,--,--,--,--,--,--,
762838,--,--,--,--,--,--,--,--,--,--,--,--,
1191787,210 lb,175 lb,125 lb,260 lb,--,--,--,--,1:11,22:02,--,--,
2231855,--,--,--,--,--,--,--,--,--,--,--,--,
1004734,185 lb,135 lb,115 lb,255 lb,--,--,--,--,--,29:38,--,5,
1584596,85 kg,--,--,120 kg,--,--,--,--,--,23:10,--,--,
597804,215 lb,155 lb,115 lb,265 lb,--,3:01,11:58,--,1:18,23:00,290,16,
1634024,195 lb,165 lb,125 lb,295 lb,7:15,2:42,--,--,--,--,262,--,
112525,--,--,--,--,--,--,--,--,--,--,--,--,
1064366,255 lb,190 lb,125 lb,335 lb,--,3:03,12:28,--,--,--,289,--,
1015167,--,--,--,--,--,--,--,--,--,--,--,--,
1345978,--,--,--,--,--,--,--,--,--,--,--,--,
777947,--,--,--,--,--,--,--,--,--,--,--,--,
2193679,110 kg,--,--,125 kg,--,--,--,--,--,--,--,--,--
1358859,230 lb,150 lb,105 lb,245 lb,7:18,--,12:20,--,--,37:19,286,--,
1003471,225 lb,135 lb,105 lb,230 lb,--,--,--,--,--,--,--,--,
2397818,--,--,--,--,--,--,--,--,--,--,--,--,
246437,310 lb,200 lb,140 lb,360 lb,--,2:48,--,--,--,--,297,--,
1258956,180 lb,150 lb,110 lb,305 lb,6:26,5:35,11:07,--,2:03,28:53,238,10,
1488033,220 lb,155 lb,--,305 lb,--,--,--,--,--,26:00,--,--,
2108697,115 kg,80 kg,60 kg,135 kg,--,4:08,--,--,1:42,--,--,3,
2423942,--,--,--,--,--,--,--,--,--,--,--,--,
1262005,60 kg,60 kg,38 kg,102 kg,--,--,--,--,--,24:07,--,30,
2106901,75 kg,60 kg,45 kg,125 kg,--,--,--,--,--,--,--,--,
2500564,--,--,--,--,--,--,--,--,--,--,--,--,
1171213,100 kg,85 kg,62 kg,130 kg,--,--,--,--,--,--,--,--,--
2453765,82 kg,57 kg,42 kg,125 kg,--,--,--,--,--,--,--,20,
186135,175 lb,137 lb,85 lb,280 lb,--,--,--,--,--,--,--,--,
1220774,100 kg,80 kg,62 kg,110 kg,--,1:52,--,--,1:25,25:42,--,--,
2218146,80 kg,61 kg,48 kg,110 kg,--,--,--,--,--,--,--,--,
2235463,--,--,--,--,--,--,--,--,--,--,--,--,
1293031,--,--,--,--,--,--,--,--,--,--,--,--,
1623044,--,--,--,--,--,--,--,--,--,--,--,--,
1228964,--,--,--,--,--,--,--,--,--,--,--,--,
1990230,230 lb,135 lb,90 lb,235 lb,7:26,5:43,--,33:11,--,27:00,270,--,
258320,--,--,--,--,--,--,--,--,--,--,--,--,
1687706,--,--,--,--,--,--,--,--,--,--,--,--,
1662788,--,--,--,--,--,--,--,--,--,--,--,--,
1409081,192 lb,150 lb,115 lb,--,--,--,--,--,--,--,--,--,--
244267,--,--,--,--,--,--,--,--,--,29:35,--,--,--
566566,--,70 kg,53 kg,110 kg,8:16,4:15,14:40,31:49,--,28:56,--,12,
2173119,185 lb,140 lb,95 lb,250 lb,--,5:03,--,--,1:04,20:48,--,--,--
962689,205 lb,145 lb,100 lb,235 lb,--,--,--,--,--,--,--,--,
358812,--,--,--,--,--,--,--,--,--,30:30,--,--,--
1094059,--,--,--,--,--,--,--,--,--,--,--,--,
20492,170 lb,120 lb,95 lb,255 lb,4:05,--,10:18,21:05,--,21:17,289,42,
396689,100 kg,70 kg,55 kg,115 kg,8:32,4:09,10:52,--,--,--,251,7,
1870055,90 kg,65 kg,--,105 kg,--,--,--,--,--,--,--,--,
2066483,--,--,--,--,--,--,--,--,--,--,--,--,--
2240157,--,--,--,--,--,--,--,--,--,--,--,--,
2190227,230 lb,125 lb,95 lb,260 lb,4:38,2:57,13:49,--,--,--,--,33,
78598,--,--,--,--,--,--,--,--,--,--,--,--,
712349,240 lb,177 lb,137 lb,290 lb,5:10,2:55,12:00,--,1:35,--,302,23,
1880594,--,160 lb,115 lb,260 lb,10:20,8:38,--,--,--,--,--,--,
2452677,95 kg,60 kg,42 kg,110 kg,--,--,--,--,--,25:30,--,10,
1949487,--,--,--,--,--,--,--,--,--,--,--,--,
401966,190 lb,135 lb,101 lb,230 lb,5:12,2:42,10:23,18:58,1:25,24:25,327,3,--
825528,--,--,--,--,--,--,--,--,--,--,--,--,
1036784,--,--,--,--,--,--,--,--,--,--,--,--,
544618,--,--,--,--,--,--,--,--,--,--,--,--,
347379,--,--,--,--,--,--,--,--,--,--,--,--,
2457718,--,155 lb,--,275 lb,--,--,--,--,--,--,--,--,
1081947,--,--,--,--,--,--,--,--,--,--,--,--,
2069914,105 kg,67 kg,40 kg,140 kg,5:47,4:55,--,--,--,29:55,--,--,
1958640,--,--,--,--,--,--,--,--,--,--,--,--,
246176,--,--,--,--,--,--,--,--,--,--,--,--,
2057246,233 lb,170 lb,--,250 lb,7:43,4:55,--,--,--,--,--,--,
2108473,--,--,--,--,--,--,--,--,--,--,--,--,
984469,--,--,--,--,--,--,--,--,--,--,--,--,
1347826,74 kg,60 kg,47 kg,110 kg,--,--,--,--,--,--,--,--,
587959,150 lb,135 lb,95 lb,260 lb,--,--,--,--,1:15,21:24,--,--,
1173199,--,--,--,--,--,--,--,--,--,--,--,--,
1606572,87 kg,65 kg,49 kg,105 kg,--,--,--,--,--,--,--,--,
2179433,75 kg,62 kg,45 kg,110 kg,--,--,--,--,--,21:41,--,--,--
2234246,--,--,--,--,--,--,--,--,--,--,--,--,
675854,233 lb,173 lb,110 lb,233 lb,--,--,--,--,--,--,--,--,
1116891,225 lb,160 lb,120 lb,260 lb,--,--,--,--,--,--,--,--,
1653010,73 kg,60 kg,43 kg,105 kg,--,--,--,--,--,--,--,8,
47765,270 lb,175 lb,140 lb,330 lb,6:16,3:08,--,25:31,--,30:09,--,13,
80232,175 lb,135 lb,115 lb,225 lb,5:15,6:29,10:46,24:51,0:45,20:55,313,--,
502424,195 lb,150 lb,115 lb,215 lb,9:46,6:12,--,--,--,--,208,--,
2173481,95 kg,75 kg,--,130 kg,--,--,--,--,--,--,--,--,
1552685,175 lb,120 lb,90 lb,240 lb,4:52,4:47,11:21,28:52,1:02,22:32,201,10,--
2451347,--,--,--,--,--,--,--,--,--,--,--,--,
1532229,--,--,--,--,--,--,--,--,--,--,--,--,
879671,90 kg,60 kg,55 kg,130 kg,--,--,--,--,--,--,--,--,
1756152,82 kg,60 kg,--,110 kg,--,--,--,--,--,--,--,7,
2425509,85 kg,65 kg,45 kg,120 kg,--,4:40,--,--,--,26:42,--,--,
931142,--,--,--,--,--,--,--,--,--,--,--,--,
1246126,235 lb,175 lb,125 lb,300 lb,--,--,--,--,--,32:00,--,--,
794745,80 kg,--,--,109 kg,--,--,--,--,--,--,--,--,
2185044,--,--,--,--,--,--,--,--,--,--,--,--,
748735,85 kg,65 kg,41 kg,115 kg,7:01,4:37,14:00,--,--,27:31,242,12,
2405957,--,--,--,--,--,--,--,--,--,--,--,--,
580493,245 lb,180 lb,141 lb,300 lb,--,3:00,9:59,--,--,--,--,5,
2162739,--,--,--,--,--,--,--,--,--,--,--,--,
1070129,--,--,--,--,--,--,--,--,--,--,--,--,
1672287,185 lb,150 lb,110 lb,300 lb,--,--,--,--,--,--,--,--,
1247537,--,--,--,--,--,--,--,--,--,--,--,--,
547731,--,--,--,--,--,--,--,--,--,--,--,--,
1023221,--,--,--,--,--,--,--,--,--,--,--,--,
1344875,185 lb,--,100 lb,255 lb,--,--,--,--,--,22:32,302,--,
2093092,--,--,--,--,--,--,--,--,--,--,--,--,
1796097,195 lb,140 lb,100 lb,225 lb,--,--,--,--,--,--,--,--,
354122,--,155 lb,120 lb,225 lb,5:02,--,--,--,--,--,--,--,
913533,--,--,--,--,--,--,--,--,--,--,--,--,
1369627,165 lb,115 lb,85 lb,230 lb,6:14,--,--,--,--,--,--,--,
1889370,--,--,--,--,--,--,--,--,--,--,--,--,
611164,280 lb,162 lb,115 lb,307 lb,7:21,2:51,11:43,31:59,1:40,22:19,350,20,
1789768,--,--,--,--,--,--,--,--,--,--,--,--,
1650729,--,--,--,--,--,--,--,--,--,--,--,--,
1888458,--,--,--,--,--,--,--,--,--,--,--,--,
1011992,110 kg,75 kg,50 kg,160 kg,--,3:31,--,--,--,27:32,--,--,
489760,90 kg,73 kg,55 kg,120 kg,7:21,3:28,--,--,--,--,--,12,
926748,80 lb,--,--,120 lb,--,--,--,--,--,--,--,--,
1378952,--,--,--,--,--,--,--,--,--,--,--,--,
866945,--,--,--,--,--,--,--,--,--,--,--,--,
1832662,200 lb,145 lb,110 lb,285 lb,5:17,--,--,--,--,--,--,7,
1982194,195 lb,115 lb,85 lb,235 lb,8:03,--,13:58,--,1:34,28:47,--,--,
2430812,225 lb,--,80 lb,245 lb,7:32,--,--,--,--,--,--,--,
45015,200 lb,123 lb,73 lb,225 lb,6:58,--,12:07,--,--,--,228,18,
761641,--,--,--,--,--,--,--,--,--,--,--,--,
1561801,190 lb,105 lb,80 lb,240 lb,--,--,--,--,--,25:40,--,1,
1741155,--,--,--,--,--,--,--,--,--,--,--,--,
1937507,205 lb,155 lb,115 lb,305 lb,--,4:01,--,--,--,--,--,18,
2438780,--,--,--,--,--,--,--,--,--,--,--,--,
1228327,--,--,--,--,--,--,--,--,--,--,--,--,
1806582,70 kg,50 kg,35 kg,100 kg,--,--,--,--,--,25:15,--,--,
2185249,--,--,--,--,--,--,--,--,--,--,--,--,
29618,255 lb,175 lb,125 lb,300 lb,--,2:14,8:57,--,--,--,--,--,
746366,--,--,--,--,--,--,--,--,--,--,--,--,
1637702,--,--,--,--,--,--,--,--,--,--,--,--,
1348149,--,--,--,--,--,--,--,--,--,--,--,--,
1385376,215 lb,150 lb,105 lb,305 lb,--,--,--,--,--,--,--,--,
1685237,--,--,--,--,--,--,--,--,--,--,--,--,
717646,--,--,--,--,--,--,--,--,--,--,--,--,
1029911,--,--,--,--,--,--,--,--,--,--,--,--,
2220364,--,--,--,--,--,--,--,--,--,--,--,--,
2217745,175 lb,140 lb,120 lb,245 lb,--,--,--,--,--,--,--,--,
175108,210 lb,165 lb,125 lb,285 lb,6:40,4:15,11:39,30:39,1:39,31:45,263,10,
2174078,75 kg,62 kg,42 kg,80 kg,--,--,--,--,--,--,--,--,
2127320,--,--,--,--,--,--,--,--,--,--,--,--,
2207747,130 kg,78 kg,55 kg,135 kg,--,--,--,--,--,21:10,--,--,
1212621,215 lb,165 lb,115 lb,245 lb,--,--,--,--,--,--,--,--,
2102000,--,--,--,--,--,--,--,--,--,--,--,--,
677412,--,--,--,--,--,--,--,--,--,--,--,--,
907653,--,--,--,--,--,--,--,--,--,--,--,--,
679042,220 lb,165 lb,115 lb,310 lb,5:46,3:36,--,44:00,2:20,--,225,10,
586814,--,--,--,--,--,--,--,--,--,--,--,--,
2183853,--,--,--,--,--,--,--,--,--,--,--,--,
1092702,80 kg,63 kg,48 kg,100 kg,--,--,--,--,--,--,--,--,
1547861,225 lb,150 lb,105 lb,305 lb,--,--,--,--,--,--,--,--,
826824,200 lb,155 lb,115 lb,255 lb,7:07,3:02,--,--,--,--,238,--,
1461497,210 lb,155 lb,115 lb,255 lb,--,--,--,--,--,28:00,--,--,
2264548,--,--,--,--,--,--,--,--,--,--,--,--,
489977,85 kg,70 kg,53 kg,125 kg,8:58,3:31,11:15,30:10,--,26:00,--,14,
1206746,--,--,--,--,--,--,--,--,--,--,--,--,
2420346,--,--,--,--,--,--,--,--,--,--,--,--,
41558,230 lb,160 lb,115 lb,270 lb,--,--,--,--,--,--,--,--,
1954827,185 lb,125 lb,100 lb,215 lb,--,--,--,26:42,--,22:00,--,--,
1895923,--,--,--,--,--,--,--,--,--,--,--,--,
2241185,200 lb,145 lb,125 lb,235 lb,--,--,10:00,--,--,--,--,--,--
2210766,205 lb,--,--,215 lb,--,--,--,--,--,--,--,--,
1076394,--,--,--,--,--,--,--,--,--,--,--,--,
2172199,145 lb,115 lb,80 lb,--,--,--,--,--,--,24:06,--,--,--
2206988,--,--,--,--,--,--,--,--,--,--,--,--,
1977307,--,--,--,--,--,--,--,--,--,--,--,--,
488647,205 lb,135 lb,100 lb,265 lb,5:59,--,9:36,--,--,22:51,--,--,--
1000369,--,--,--,125 kg,--,--,--,--,--,--,--,--,
1560424,65 kg,--,--,103 kg,--,--,--,--,--,--,--,--,
1808251,--,--,--,--,--,--,--,--,--,--,--,--,
892396,--,--,--,--,--,--,--,--,--,--,--,--,
1814974,250 lb,155 lb,100 lb,305 lb,4:08,--,10:38,28:35,--,--,303,15,
2011822,--,--,--,--,--,--,--,--,--,--,--,--,
1344399,--,--,--,--,--,--,--,--,--,--,--,--,
527325,--,--,--,--,--,--,--,--,--,--,--,--,
1843897,215 lb,150 lb,110 lb,225 lb,7:08,3:59,11:52,--,--,44:18,256,--,--
2412902,--,--,--,--,--,--,--,--,--,--,--,--,
1413160,270 lb,185 lb,115 lb,320 lb,--,--,--,--,--,--,--,--,
1969834,--,--,--,--,--,--,--,--,--,--,--,--,
1061170,--,--,--,--,--,--,--,--,--,--,--,--,
468351,235 lb,150 lb,105 lb,265 lb,--,--,--,--,--,--,--,--,
1394529,--,--,--,--,--,--,--,--,--,--,--,--,
2196562,80 kg,55 kg,50 kg,95 kg,--,--,--,--,--,28:30,--,--,--
113583,205 lb,135 lb,103 lb,235 lb,--,--,12:13,--,--,24:53,--,8,
1819245,215 lb,150 lb,100 lb,260 lb,8:14,4:33,12:45,--,--,--,254,--,
1115858,85 kg,70 kg,55 kg,100 kg,--,--,--,--,--,--,--,--,
1269654,85 kg,74 kg,54 kg,115 kg,--,--,--,--,--,--,--,--,
45944,200 lb,140 lb,103 lb,225 lb,4:05,3:55,8:56,19:36,1:15,21:31,331,32,
1320875,--,--,--,--,--,--,--,--,--,--,--,--,
1876542,--,--,--,--,--,--,--,--,--,--,--,--,
983687,--,70 kg,60 kg,--,--,--,--,--,--,--,--,--,
2240732,225 lb,--,--,245 lb,--,--,--,--,--,--,--,--,
156851,--,--,--,--,--,--,--,--,--,--,--,--,
889648,--,--,--,--,--,--,--,--,--,--,--,--,
1570307,101 kg,80 kg,65 kg,135 kg,--,--,--,--,--,30:08,--,2,
2088724,--,--,--,--,--,--,--,--,--,--,--,--,
1609838,--,--,--,--,--,--,--,--,--,--,--,--,
194409,--,--,--,--,--,--,--,--,--,--,--,--,
364036,--,--,--,--,--,--,--,--,--,--,--,--,
315758,--,--,--,--,--,--,--,--,--,--,--,--,
2389706,--,--,--,--,--,--,--,--,--,--,--,--,
1346071,260 lb,--,--,315 lb,--,--,--,--,--,--,--,--,
1621775,185 lb,115 lb,90 lb,205 lb,--,--,--,24:41,1:30,--,--,10,--
2199815,90 kg,60 kg,45 kg,117 kg,--,--,11:26,--,--,--,--,--,
2250220,--,--,--,--,--,--,--,--,--,--,--,--,
1307363,--,--,--,--,--,--,--,--,--,--,--,--,
1560592,215 lb,125 lb,--,215 lb,7:09,--,--,33:54,--,30:00,244,--,
1343924,180 lb,140 lb,85 lb,250 lb,--,--,--,--,--,--,--,--,
2487466,--,--,--,--,--,--,--,--,--,--,--,--,
2281799,82 kg,57 kg,35 kg,105 kg,5:34,--,--,--,--,25:00,--,--,
2178605,215 lb,145 lb,95 lb,280 lb,5:52,--,12:28,--,--,--,--,--,
808165,--,--,--,--,--,--,--,--,--,--,--,--,
767140,210 lb,165 lb,105 lb,232 lb,--,--,11:07,--,--,--,--,--,
1878536,95 kg,61 kg,50 kg,112 kg,5:46,3:55,10:35,--,--,37:00,229,12,
714617,--,--,--,--,--,--,--,--,--,--,--,--,
2191266,165 lb,137 lb,107 lb,205 lb,6:59,--,--,--,--,29:16,--,--,
30469,245 lb,175 lb,115 lb,305 lb,3:40,2:40,10:57,--,1:10,22:15,315,21,
1304382,--,--,--,--,--,--,--,--,--,--,--,--,
2031892,--,--,--,--,--,--,--,--,--,--,--,--,
2477837,80 kg,--,45 kg,--,--,--,--,--,--,--,--,--,
1656105,--,--,--,--,--,--,--,--,--,--,--,--,
1856198,--,--,--,--,--,--,--,--,--,--,--,--,
2112860,--,--,--,--,--,--,--,--,--,--,--,--,
904645,--,--,--,--,--,--,--,--,--,--,--,--,
827659,192 lb,145 lb,120 lb,242 lb,4:48,2:56,10:09,--,--,--,--,20,
2014312,--,--,--,--,--,--,--,--,--,--,--,--,
933663,80 kg,48 kg,38 kg,100 kg,--,--,--,--,--,23:02,--,--,
438665,--,--,--,--,--,--,--,--,--,--,--,--,
2051681,--,--,--,--,--,--,--,--,--,--,--,--,
2167423,--,--,--,--,--,--,--,--,--,--,--,--,
1977736,70 kg,60 kg,45 kg,115 kg,--,--,--,--,--,--,--,--,
257343,200 lb,165 lb,120 lb,265 lb,--,--,--,--,--,--,--,--,
2014182,70 lb,60 kg,40 kg,115 kg,--,--,--,--,--,--,--,--,
24364,--,--,--,--,--,--,--,--,--,--,--,--,
2266576,205 lb,145 lb,95 lb,235 lb,--,--,--,--,--,--,--,--,
2160650,--,--,--,--,--,--,--,--,--,--,--,--,
1955190,100 kg,72 kg,45 kg,113 kg,--,--,--,--,1:59,30:00,--,--,
2427057,--,--,--,--,--,--,--,--,--,--,--,--,
605001,--,--,--,--,--,--,--,--,--,--,--,--,
124910,--,--,--,--,--,--,--,--,--,--,--,--,
1967544,--,--,--,--,--,--,--,--,--,--,--,--,
77933,--,--,--,--,--,--,--,--,--,--,--,--,
700292,--,--,--,--,--,--,--,--,--,--,--,--,
2401103,105 kg,77 kg,45 kg,--,--,--,--,--,--,--,--,--,
1775891,235 lb,165 lb,130 lb,305 lb,6:36,4:23,11:54,--,1:53,29:38,--,--,
3158,92 kg,65 kg,48 kg,125 kg,5:45,3:41,--,--,--,35:25,--,--,--
565731,230 lb,160 lb,115 lb,295 lb,--,3:43,--,--,--,--,--,--,
1954174,--,--,--,--,--,--,--,--,--,--,--,--,
597036,--,--,--,--,--,--,--,--,--,--,--,--,
1210575,265 lb,185 lb,130 lb,270 lb,6:19,5:47,--,--,--,--,--,--,
36738,--,--,--,--,--,--,--,--,--,--,--,--,
365380,--,--,--,--,--,--,--,--,--,--,--,--,
2086197,--,--,--,--,--,--,--,--,--,--,--,--,
155284,215 lb,165 lb,128 lb,282 lb,5:47,2:58,10:17,23:27,--,25:33,263,30,
233183,120 kg,80 kg,50 kg,145 kg,--,--,--,--,--,--,--,--,
1953719,75 kg,60 kg,50 kg,105 kg,--,--,--,--,--,--,--,--,
2190756,--,--,--,--,--,--,--,--,--,--,--,--,
2196718,90 kg,60 kg,40 kg,125 kg,--,--,--,--,--,23:10,--,20,
2214762,--,--,--,--,--,--,--,--,--,--,--,--,
120455,185 lb,135 lb,105 lb,225 lb,7:55,--,9:54,29:50,1:12,21:20,259,18,--
1656944,--,--,--,--,--,--,--,--,--,--,--,--,
974158,--,--,--,--,--,--,--,--,--,--,--,--,
2464766,315 lb,--,--,330 lb,--,--,--,--,--,--,--,--,
973270,--,--,--,--,--,--,--,--,--,--,--,--,
531188,--,--,--,--,--,--,--,--,--,--,--,--,
61747,103 kg,80 kg,65 kg,125 kg,4:57,2:17,11:36,27:26,1:20,26:00,342,15,
780883,--,--,--,--,--,--,--,--,--,--,--,--,
1065052,--,--,--,--,--,--,--,--,--,--,--,--,
1597072,--,--,--,--,--,--,--,--,--,23:21,--,--,
2090120,85 kg,63 kg,37 kg,115 kg,--,--,--,--,1:24,26:36,--,--,
2186608,--,--,--,--,--,--,--,--,--,--,--,--,
701452,200 lb,155 lb,120 lb,260 lb,4:28,--,--,--,--,--,--,31,
2473065,--,--,--,--,--,--,--,--,--,--,--,--,
1762682,--,--,--,--,--,--,--,--,--,--,--,--,
2235579,--,--,--,--,--,--,--,--,--,--,--,--,
