CompetitorId,Back Squat,Clean and Jerk,Snatch,Deadlift,Fran,Grace,Helen,Filthy 50,Sprint 400m,Run 5k,Fight Gone Bad,Max Pull-ups,L1 Benchmark
1284089,--,--,--,--,--,--,--,--,--,--,--,--,
1580994,78 kg,61 kg,50 kg,113 kg,6:12,4:27,--,--,1:38,23:55,265,13,
2443543,82 kg,55 kg,37 kg,110 kg,--,--,--,--,--,--,--,5,
940672,--,--,--,--,--,--,--,--,--,--,--,--,
2205660,--,--,--,--,--,--,--,--,--,--,--,--,
2126287,90 kg,65 kg,50 kg,125 kg,--,--,--,--,--,33:50,--,--,--
663428,--,--,--,--,--,--,--,--,--,--,--,--,
2454297,--,--,--,--,--,--,--,--,--,21:22,--,--,
2218112,--,--,--,--,--,--,--,--,--,--,--,--,
2467096,--,--,--,--,--,--,--,--,--,--,--,--,
721492,100 kg,75 kg,55 kg,140 kg,4:38,2:04,4:02,--,--,--,--,30,
211922,245 lb,190 lb,145 lb,275 lb,5:50,2:36,12:03,28:34,--,26:35,473,16,
25024,235 lb,155 lb,115 lb,305 lb,4:44,2:54,12:08,22:45,--,23:00,304,--,
2063721,150 lb,125 lb,95 lb,200 lb,--,--,--,--,--,--,--,--,
2256382,--,--,--,--,--,--,--,--,--,--,--,--,
2431177,--,61 kg,53 kg,105 kg,--,--,--,--,--,22:15,--,--,--
52067,195 lb,132 lb,105 lb,240 lb,6:26,4:07,10:38,25:54,--,--,253,20,
2170195,--,--,--,--,--,--,--,--,--,26:14,--,--,--
18242,215 lb,150 lb,115 lb,245 lb,3:19,3:18,9:54,--,--,23:32,--,--,
1039478,200 lb,155 lb,116 lb,237 lb,--,--,--,--,--,--,--,--,
1550239,105 kg,67 kg,40 kg,110 kg,--,3:43,12:10,--,--,--,--,--,
739883,--,--,--,--,--,--,--,--,--,--,--,--,
918988,--,--,--,--,--,--,--,--,--,--,--,--,
2119837,--,--,--,--,--,--,--,--,--,--,--,--,
1222860,225 lb,125 lb,105 lb,250 lb,--,--,--,26:00,--,29:00,--,25,
1986600,--,140 lb,--,225 lb,4:50,--,--,--,1:31,--,--,--,
947295,--,--,--,--,--,--,--,--,--,--,--,--,
107373,110 kg,85 kg,60 kg,150 kg,--,3:31,8:24,--,--,--,282,--,
971254,--,--,--,--,--,--,--,--,--,--,--,--,
1993900,205 lb,160 lb,110 lb,240 lb,9:12,--,11:44,--,--,--,--,--,
1944948,--,--,--,--,--,--,--,--,--,--,--,--,
2411781,85 kg,56 kg,43 kg,89 kg,--,--,--,--,--,--,--,10,
1045428,205 lb,140 lb,103 lb,300 lb,--,--,--,--,--,6:46,--,--,
1214961,72 kg,--,--,97 kg,--,--,--,--,--,--,--,--,
2213590,--,--,--,--,--,--,--,--,--,--,--,--,
271305,255 lb,175 lb,126 lb,275 lb,4:36,2:36,11:25,27:57,--,--,--,25,
2465277,--,--,--,--,--,--,--,--,--,--,--,--,
2183698,--,--,--,--,--,--,--,--,--,--,--,--,
1972775,80 kg,55 kg,41 kg,86 kg,--,--,--,--,--,--,--,--,
561596,--,--,--,--,--,--,--,--,--,--,--,--,
1627459,--,--,--,--,--,--,--,--,--,--,--,--,
963899,--,--,--,--,--,--,--,--,--,--,--,--,
2199432,265 lb,176 lb,135 lb,325 lb,3:19,--,13:43,--,--,27:09,--,3,--
1772765,205 lb,125 lb,115 lb,285 lb,7:12,3:15,--,--,--,33:50,--,7,--
262461,205 lb,155 lb,95 lb,315 lb,--,--,--,--,2:02,21:00,--,5,
2162817,--,--,--,--,--,--,--,--,--,--,--,--,
704086,205 lb,135 lb,110 lb,215 lb,6:36,--,15:41,--,2:15,--,270,--,
2016345,235 lb,155 lb,--,250 lb,--,--,--,--,--,--,--,--,
283215,200 lb,140 lb,105 lb,295 lb,6:03,5:42,--,--,--,24:10,--,20,
1069030,225 lb,170 lb,--,295 lb,4:54,4:36,--,--,--,--,--,--,
1810303,80 kg,57 kg,44 kg,90 kg,--,--,--,--,--,25:29,--,--,
311535,200 lb,155 lb,105 lb,250 lb,5:24,--,--,--,1:06,--,--,--,
2467026,--,--,--,--,--,--,--,--,--,--,--,--,
1665609,--,--,--,--,--,--,--,--,--,--,--,--,
536771,--,--,--,--,--,--,--,--,--,--,--,--,
2008117,--,--,--,--,--,--,--,--,--,--,--,--,
1100000,--,--,--,--,--,--,--,--,--,--,--,--,
2283,205 lb,140 lb,115 lb,265 lb,4:55,3:52,9:50,25:24,--,27:41,284,--,--
1602183,--,--,--,--,--,--,--,--,--,--,--,--,
700099,75 kg,67 kg,45 kg,100 kg,--,--,--,--,1:19,--,--,15,
121758,70 kg,65 kg,50 kg,103 kg,7:42,--,11:22,31:48,1:16,--,179,30,
2449090,--,--,--,--,--,--,--,--,--,--,--,--,
1473603,--,--,--,--,--,--,--,--,--,--,--,--,
955294,--,--,--,--,--,--,--,--,--,27:46,--,--,--
928692,103 kg,78 kg,65 kg,140 kg,7:00,3:29,12:32,--,--,--,--,22,
2142749,240 lb,170 lb,--,275 lb,4:03,--,--,--,--,--,312,32,
2253429,--,140 lb,100 lb,225 lb,--,--,--,--,--,--,--,--,
787108,265 lb,150 lb,130 lb,255 lb,--,--,--,--,--,--,--,--,
827308,225 lb,175 lb,145 lb,265 lb,--,--,--,--,--,--,266,20,
124663,--,--,--,--,--,--,--,--,--,--,--,--,
1211360,--,--,--,--,--,--,--,--,--,--,--,--,
1357934,--,--,--,--,--,--,--,--,--,--,--,--,
728596,--,--,--,--,--,--,--,--,--,--,--,--,
334711,--,--,--,--,--,--,--,--,--,--,--,--,
63265,185 lb,145 lb,125 lb,--,4:29,3:01,9:51,35:33,--,--,279,--,
1148423,180 lb,130 lb,105 lb,225 lb,5:30,3:14,10:48,30:50,1:30,--,263,15,--
2208125,--,--,--,--,--,--,--,--,--,--,--,--,
301556,290 lb,205 lb,150 lb,360 lb,--,--,9:00,--,1:15,--,--,--,
557467,215 lb,155 lb,120 lb,260 lb,--,--,--,--,--,--,--,3,
1553257,75 kg,60 kg,40 kg,105 kg,--,--,--,--,--,--,--,8,
1984804,185 lb,115 lb,85 lb,260 lb,--,--,--,--,--,--,--,3,
1379705,--,--,--,--,--,--,--,--,--,--,--,--,
1871061,68 kg,50 kg,38 kg,82 kg,--,--,--,--,--,--,--,--,
1272440,--,--,--,--,--,--,--,--,--,--,--,--,
2454558,--,--,--,--,--,--,--,--,--,--,--,--,
784022,190 lb,110 lb,90 lb,215 lb,--,--,--,--,--,--,--,--,
1324601,100 kg,70 kg,--,142 kg,--,--,--,--,--,--,--,--,
687444,--,--,--,--,--,--,--,--,--,--,--,--,
51248,--,--,--,--,--,--,--,--,--,--,--,--,
2109826,74 kg,55 kg,43 kg,107 kg,--,--,--,--,--,20:33,--,--,
1049050,225 lb,160 lb,105 lb,270 lb,--,--,--,--,--,--,--,--,
1488572,165 lb,125 lb,--,235 lb,7:27,--,--,--,--,--,--,--,
265671,--,--,--,--,--,--,--,--,--,--,--,--,
1987755,140 lb,--,--,195 lb,--,--,11:36,27:00,--,20:00,--,--,--
177897,--,--,--,--,--,--,--,--,--,--,--,--,
948585,--,--,--,--,--,--,--,--,--,--,--,--,
1585676,220 lb,155 lb,105 lb,305 lb,--,--,--,--,--,--,--,5,
2170932,--,--,--,--,--,--,--,--,--,--,--,--,
2004575,--,--,--,--,--,--,--,--,--,--,--,--,
1707860,--,125 lb,--,175 lb,--,--,--,--,--,--,--,--,
996784,--,--,--,--,--,--,--,--,--,--,--,--,
687217,--,--,--,--,--,--,--,--,--,--,--,--,
2404439,235 lb,135 lb,135 lb,265 lb,5:59,3:45,11:42,--,--,31:20,--,--,--
2091678,--,50 kg,--,--,--,--,--,--,--,--,--,--,
2265883,--,--,--,--,--,--,--,--,--,--,--,--,
746639,--,--,--,--,--,--,--,--,--,--,--,--,
235136,205 lb,160 lb,135 lb,285 lb,--,--,9:42,--,--,--,--,--,
1876749,215 lb,145 lb,95 lb,230 lb,11:04,6:45,11:57,33:57,--,27:39,--,--,
1280115,205 lb,150 lb,115 lb,220 lb,5:17,3:31,15:44,12:08,1:37,33:00,--,--,--
45506,--,--,--,--,--,--,--,--,--,--,--,--,
787723,--,--,--,--,--,--,--,--,--,--,--,--,
128773,205 lb,125 lb,--,275 lb,4:58,--,9:59,--,--,23:35,--,13,
563645,--,--,--,--,--,--,--,--,--,--,--,--,
1945839,--,--,--,--,--,--,--,--,--,--,--,--,
1639297,--,--,--,--,--,--,--,--,--,--,--,--,
692331,185 lb,162 lb,120 lb,265 lb,6:33,3:06,9:58,--,1:10,22:05,324,17,
901155,--,--,--,--,--,--,--,--,--,--,--,--,
18465,200 lb,155 lb,115 lb,300 lb,5:18,3:22,--,--,1:16,24:36,271,--,--
906432,235 lb,165 lb,130 lb,265 lb,5:12,--,12:47,--,--,26:03,270,--,
2330080,210 lb,--,--,--,--,--,--,--,--,--,--,--,
482488,185 lb,130 lb,100 lb,185 lb,5:23,5:52,--,--,--,28:06,--,5,
2225438,--,--,--,--,--,--,--,--,--,--,--,--,
1207846,205 lb,145 lb,100 lb,235 lb,--,--,--,--,--,--,--,12,
1762044,--,--,--,--,--,--,--,--,--,--,--,--,
718966,176 lb,132 lb,104 lb,242 lb,6:08,4:35,11:23,--,1:10,--,--,20,
2178826,--,--,--,--,--,--,--,--,--,--,--,--,
748305,225 lb,155 lb,125 lb,295 lb,5:55,--,--,--,--,--,--,20,
2178791,--,155 lb,--,325 lb,--,3:28,12:03,--,--,29:58,--,--,--
483138,75 kg,62 kg,40 kg,--,--,3:15,--,--,--,--,--,--,
1529309,--,--,--,--,--,--,--,--,--,--,--,--,
2286844,--,--,--,--,--,--,--,--,--,--,--,--,
976862,200 lb,145 lb,135 lb,265 lb,8:25,--,--,--,--,--,250,--,--
1033671,--,--,--,--,--,--,--,--,--,--,--,--,
1222722,165 lb,70 kg,53 kg,175 lb,--,4:27,--,--,--,26:48,--,10,
937806,90 kg,67 kg,53 kg,120 kg,--,--,--,--,--,--,--,--,
27511,225 lb,145 lb,105 lb,285 lb,4:35,--,--,--,--,--,--,37,
2197696,75 kg,55 kg,45 kg,120 kg,--,3:17,9:08,--,1:20,25:03,--,--,--
2322565,215 lb,140 lb,95 lb,260 lb,--,--,--,--,--,--,--,--,
1993119,--,--,--,--,--,--,--,--,--,--,--,--,
2262119,--,--,--,--,--,--,--,--,--,--,--,--,
1394802,195 lb,175 lb,125 lb,275 lb,5:37,2:30,12:15,--,--,--,--,--,
173303,175 lb,135 lb,--,205 lb,--,--,--,--,--,--,--,--,
2457760,--,--,--,--,--,--,--,--,--,--,--,--,
1595026,--,--,--,--,--,--,--,--,--,--,--,--,
1970049,--,--,--,--,--,--,--,--,--,--,--,--,
2261900,80 kg,70 kg,50 kg,110 kg,8:40,--,--,--,--,--,--,--,
839091,215 lb,125 lb,--,285 lb,--,--,--,--,--,--,--,--,
694450,150 lb,126 lb,80 lb,265 lb,4:41,3:08,9:58,--,--,--,235,63,
1907336,230 lb,180 lb,140 lb,260 lb,--,2:49,13:43,--,1:45,--,--,10,
2429259,--,--,--,--,--,--,--,--,--,--,--,--,
1031508,--,--,--,--,--,--,--,--,--,--,--,--,
495078,115 kg,70 kg,55 kg,136 kg,--,--,--,--,--,30:00,--,--,--
1242253,230 lb,155 lb,105 lb,310 lb,--,--,--,--,--,21:08,--,--,
1469333,175 lb,110 lb,85 lb,225 lb,--,--,10:55,--,--,--,246,--,
1467758,210 lb,140 lb,110 lb,250 lb,--,--,--,--,--,--,--,--,--
1675465,205 lb,180 lb,115 lb,340 lb,--,--,--,--,--,--,--,--,
1679631,265 lb,180 lb,120 lb,320 lb,--,--,--,--,--,--,--,--,
621683,230 lb,125 lb,80 lb,285 lb,5:28,--,--,--,--,--,--,--,
502151,--,--,--,--,--,--,--,--,--,--,--,--,
986892,85 kg,65 kg,42 kg,105 kg,6:16,5:26,13:03,--,1:37,26:56,266,15,
104782,203 lb,158 lb,113 lb,315 lb,4:56,3:38,10:58,--,--,23:10,314,21,
2085057,--,--,--,--,--,--,--,--,--,--,--,--,
907213,220 lb,146 lb,110 lb,266 lb,--,--,--,--,--,--,--,--,
1636534,210 lb,105 lb,105 lb,285 lb,7:27,--,13:04,--,2:00,28:00,223,5,
1544130,77 kg,50 kg,38 kg,87 kg,--,--,--,--,2:30,23:00,--,--,
2222196,105 kg,--,--,115 kg,--,--,--,--,--,--,--,--,
857738,--,--,--,--,--,--,--,--,--,--,--,--,
2181506,--,--,--,--,--,--,--,--,--,--,--,--,
734031,195 lb,155 lb,115 lb,265 lb,--,--,17:31,--,--,--,--,--,
2392476,--,--,--,--,--,--,--,--,--,--,--,--,
739433,100 kg,75 kg,51 kg,134 kg,5:34,--,--,--,--,--,--,10,
1329660,--,--,--,--,--,--,--,--,--,--,--,--,
1911903,--,--,--,--,--,--,--,--,--,--,--,--,
2335259,100 kg,70 kg,45 kg,115 kg,--,--,--,--,--,--,--,15,
1989988,125 lb,95 lb,70 lb,165 lb,--,--,--,--,--,--,--,--,
732669,--,--,--,--,--,--,--,--,--,26:30,--,--,--
1016542,--,--,--,--,--,--,--,--,--,--,--,--,
2472911,--,--,--,--,--,--,--,--,--,--,--,--,
934000,--,--,--,--,--,--,--,--,--,--,--,--,
1829151,240 lb,175 lb,125 lb,315 lb,--,--,--,--,--,--,--,23,
125774,170 lb,135 lb,95 lb,250 lb,6:04,--,--,--,--,--,--,--,
446178,195 lb,120 lb,65 lb,215 lb,--,--,--,--,--,--,--,--,
1816056,102 kg,75 kg,55 kg,122 kg,--,--,--,--,--,--,--,--,
2172214,235 lb,195 lb,125 lb,300 lb,4:54,--,--,--,--,--,--,--,
511119,--,--,--,--,--,--,--,--,--,--,--,--,
1890490,175 lb,135 lb,85 lb,235 lb,--,--,--,--,--,24:01,--,--,
1425238,--,--,--,--,--,--,--,--,--,--,--,--,
2407882,--,--,--,--,--,--,--,--,--,--,--,--,
1630210,--,--,--,--,--,--,--,--,--,--,--,--,
1517889,220 lb,155 lb,115 lb,255 lb,--,--,--,--,--,--,--,--,
1763359,190 lb,120 lb,95 lb,255 lb,9:29,4:25,11:56,--,--,29:01,--,--,--
2159925,75 kg,52 kg,39 kg,101 kg,--,--,12:09,--,--,--,--,7,--
2266019,185 lb,115 lb,95 lb,235 lb,--,--,--,--,--,--,--,--,
272862,--,--,--,--,--,--,--,--,--,--,--,--,
2404954,210 lb,135 lb,85 lb,215 lb,--,--,16:11,--,--,25:19,--,--,
2158310,200 lb,165 lb,120 lb,365 lb,--,--,--,--,--,--,--,--,
1962399,78 kg,43 kg,--,95 kg,--,--,--,--,--,31:18,--,--,
1671850,--,--,--,--,--,--,--,--,--,--,--,--,
59354,--,--,--,--,--,--,--,--,--,--,--,--,
1018173,--,--,--,--,--,--,--,--,--,--,--,--,
1605722,--,--,--,--,--,--,--,--,--,--,--,--,
141635,150 lb,110 lb,85 lb,170 lb,--,--,--,--,--,--,--,4,
2196860,--,--,--,--,--,--,--,--,--,--,--,--,
527775,--,--,--,--,--,--,--,--,--,--,--,--,
383766,--,--,--,--,--,--,--,--,--,--,--,--,
2173008,205 lb,150 lb,100 lb,215 lb,--,--,--,--,--,--,--,--,
1900228,--,163 lb,--,285 lb,--,2:21,8:46,--,--,19:41,404,25,
1993716,--,--,--,--,--,--,--,--,--,--,--,--,
929340,90 kg,60 kg,45 kg,132 kg,7:53,--,--,--,--,29:35,--,9,
527949,--,--,--,--,--,--,--,--,--,--,--,--,
929175,210 lb,145 lb,--,275 lb,--,--,--,--,--,--,--,--,
239241,210 lb,175 lb,120 lb,--,--,--,--,--,5:12,--,--,--,
964812,--,--,--,--,--,--,--,--,--,--,--,--,
2428781,--,--,--,--,--,--,--,--,--,--,--,--,
1596891,--,--,--,--,--,--,--,--,--,--,--,--,
551585,--,--,--,--,--,--,--,--,--,--,--,--,
2448840,--,--,--,--,--,--,--,--,--,--,--,--,
1078863,195 lb,155 lb,115 lb,285 lb,4:34,2:50,8:58,--,1:26,--,284,--,
16788,--,--,--,--,--,--,--,--,--,--,--,--,
232360,--,--,--,--,--,--,--,--,--,--,--,--,
1955864,--,--,--,--,--,--,--,--,--,--,--,--,
684758,240 lb,175 lb,120 lb,305 lb,--,--,--,--,--,--,--,--,
537407,--,--,--,--,--,--,--,--,--,--,--,--,
714227,--,--,--,--,--,--,--,--,--,--,--,--,
946216,230 lb,145 lb,115 lb,265 lb,4:12,3:29,--,--,--,--,--,--,
2327866,--,--,--,--,--,--,--,--,--,--,--,--,
2143139,220 lb,--,110 lb,280 lb,--,--,--,--,--,--,--,--,
1065836,--,--,--,--,--,--,--,--,--,--,--,--,
430945,150 kg,93 kg,71 kg,205 lb,--,--,--,--,--,--,--,--,
2117572,--,--,--,--,--,--,--,--,--,--,--,9,
2460837,--,--,--,--,--,--,--,--,--,--,--,--,
491272,218 lb,128 lb,103 lb,235 lb,5:23,5:03,9:48,--,--,23:22,205,16,
344025,308 lb,195 lb,170 lb,330 lb,--,--,--,--,--,--,--,--,
1681610,100 kg,65 kg,--,120 kg,--,--,--,--,--,--,--,--,--
152982,155 lb,145 lb,95 lb,200 lb,8:53,5:45,12:39,25:38,--,--,--,15,
978231,--,--,--,--,--,--,--,--,--,34:17,--,--,--
1972980,185 lb,165 lb,--,--,--,--,--,--,--,--,--,--,
480357,89 kg,61 lb,--,110 lb,7:21,2:53,--,--,--,--,--,--,
1312682,220 lb,--,95 lb,255 lb,--,--,--,--,--,--,--,5,
2277644,55 kg,50 kg,38 kg,75 kg,--,--,--,--,--,--,--,20,
1652171,--,--,--,--,--,--,--,--,--,--,--,--,
1254137,185 lb,130 lb,110 lb,200 lb,6:21,--,--,--,--,--,--,--,
911287,90 kg,62 kg,45 kg,117 kg,5:30,5:54,11:57,--,1:52,30:56,222,32,
2168459,85 kg,65 kg,48 kg,110 kg,--,4:17,--,--,--,--,--,--,
1553588,--,--,--,--,--,--,--,--,--,--,--,--,
905990,180 lb,160 lb,120 lb,--,--,--,--,--,--,--,--,--,
727117,--,135 lb,95 lb,225 lb,6:50,6:37,--,27:56,--,--,--,25,
143930,--,--,--,--,--,--,--,--,--,--,--,--,
251902,--,--,--,--,--,--,--,--,--,--,--,--,--
2149027,85 kg,55 kg,40 kg,115 kg,--,--,--,--,--,--,--,--,
336034,225 lb,155 lb,110 lb,275 lb,5:35,3:06,11:05,--,--,--,313,15,
2163136,225 lb,155 lb,125 lb,275 lb,5:06,3:14,--,--,1:07,23:06,--,--,--
922692,155 lb,115 lb,75 lb,225 lb,6:21,4:35,11:27,29:58,--,--,257,--,
822567,--,--,--,--,--,--,--,--,--,--,--,--,
2069306,--,--,--,--,--,--,--,--,--,--,--,--,
2193096,--,--,--,--,--,--,--,--,--,--,--,--,
1968921,--,--,--,--,--,--,--,--,--,--,--,--,
2159506,105 kg,--,--,135 kg,--,--,--,--,--,--,--,--,
533833,100 kg,70 kg,50 kg,130 kg,--,--,--,21:13,--,--,--,--,
145388,--,--,--,--,--,--,--,--,--,--,--,--,
1955706,--,--,--,--,--,--,--,--,--,--,--,--,
2409742,--,--,--,--,--,--,--,--,--,--,--,--,--
1407700,--,--,--,--,--,--,--,--,--,--,--,--,
1963052,--,--,--,--,--,--,--,--,--,--,--,--,
296224,185 lb,140 lb,115 lb,265 lb,4:55,--,--,--,--,--,--,25,
1962979,--,--,--,--,--,--,--,--,--,--,--,--,
1649993,--,--,--,--,--,--,--,--,--,--,--,--,
1977129,--,--,--,--,--,--,--,--,--,--,--,--,
2150784,200 lb,135 lb,90 lb,225 lb,--,--,--,--,--,--,--,--,
1553345,--,--,--,100 kg,--,--,--,--,--,--,--,--,
2212530,215 lb,155 lb,95 lb,245 lb,--,3:53,--,--,--,--,--,--,
1625977,255 lb,170 lb,120 lb,265 lb,--,--,--,--,--,--,--,--,
1811113,--,--,--,--,--,--,--,--,--,--,--,--,
1985105,--,--,--,--,--,--,--,--,--,--,--,--,
2084957,--,--,--,--,--,--,--,--,--,--,--,--,
1213303,--,--,--,--,--,--,--,--,--,--,--,--,
939665,90 kg,--,50 kg,122 kg,6:44,--,--,--,--,--,--,--,
1797658,--,67 kg,42 kg,145 kg,--,--,--,--,--,--,--,2,
1848207,--,--,--,--,--,--,--,--,--,--,--,--,
951922,185 lb,135 lb,90 lb,210 lb,--,--,--,--,--,--,--,--,
1991203,--,--,--,--,--,--,--,--,--,--,--,--,
915634,--,--,--,--,5:44,--,--,--,--,--,--,--,
956874,--,--,--,--,--,--,--,--,--,--,--,--,
1761743,--,--,--,--,--,--,--,--,--,28:00,--,--,--
1172939,99 kg,71 kg,47 kg,110 kg,--,--,--,--,--,--,--,--,
1001490,--,--,--,--,--,--,--,--,--,--,--,--,
2172798,70 kg,--,--,90 kg,6:30,--,--,--,--,21:15,--,--,
1625800,--,--,--,--,--,--,--,--,--,--,--,--,
1980399,83 kg,48 kg,40 kg,100 kg,--,--,--,--,--,28:19,--,3,
1553340,--,--,--,--,--,--,--,--,--,--,--,--,
2157643,--,155 lb,--,225 lb,--,--,--,--,--,--,--,25,
916111,--,--,--,--,--,--,--,--,--,--,--,--,
1746671,--,--,--,--,--,--,--,--,--,--,--,--,
528314,--,--,--,--,--,--,--,--,--,--,--,--,
2096339,185 lb,155 lb,95 lb,285 lb,--,--,--,--,--,--,--,--,
755947,--,--,--,--,--,--,--,--,--,--,--,--,
999371,--,--,--,--,--,--,--,--,--,--,--,--,--
793929,242 lb,167 lb,145 lb,280 lb,4:28,3:25,10:38,--,--,24:56,--,--,
902838,--,--,--,--,--,--,--,--,--,--,--,--,
1175666,--,--,--,--,--,--,--,--,--,--,--,--,
246543,225 lb,135 lb,100 lb,275 lb,6:21,--,11:14,32:36,--,--,289,--,
836158,100 kg,110 lb,88 lb,125 kg,--,--,--,--,--,27:00,--,40,
1308051,100 kg,63 kg,45 kg,125 kg,--,2:42,--,--,--,25:45,--,20,
1019257,--,--,--,--,--,--,--,--,--,--,--,--,
2390695,--,--,--,--,--,--,--,--,--,--,--,--,
58720,105 kg,65 kg,40 kg,130 kg,--,--,--,--,--,--,--,--,
723045,--,--,--,--,--,--,--,--,--,--,--,--,
1962264,100 kg,62 kg,45 kg,105 kg,--,--,9:26,--,2:36,--,--,14,
857980,110 kg,--,--,130 kg,--,--,--,--,--,--,--,--,
975925,--,--,--,--,--,--,--,--,--,--,--,--,
2413134,245 lb,170 lb,95 lb,--,--,--,--,--,--,--,--,--,
972124,--,--,--,--,--,--,--,--,--,--,--,--,
503556,105 kg,65 kg,45 kg,130 kg,5:24,--,10:12,--,--,23:11,328,--,
246796,215 lb,158 lb,125 lb,250 lb,5:39,2:58,11:00,--,--,--,--,22,
1871568,--,150 lb,--,--,--,--,--,--,--,--,--,--,
1524704,100 kg,--,--,100 kg,--,--,--,--,--,--,--,--,
1964067,200 lb,135 lb,95 lb,250 lb,6:30,--,13:10,--,--,--,--,--,
1001214,--,--,--,--,--,--,--,--,--,--,--,--,
1669056,--,--,--,--,--,--,--,--,--,--,--,--,
1644684,--,--,--,--,--,--,--,--,--,--,--,--,
944116,--,--,--,--,--,--,--,--,--,--,--,--,
1772097,--,--,--,--,--,--,--,--,--,--,--,6,
315281,100 kg,--,--,115 kg,--,--,--,--,--,--,--,21,
2079263,200 lb,140 lb,95 lb,235 lb,--,--,--,--,--,--,--,10,
927979,--,--,--,--,--,--,--,--,--,--,--,--,
792674,--,--,--,--,--,--,--,--,--,--,--,--,
1207771,--,--,--,--,--,--,--,--,2:18,--,--,--,
2274368,90 kg,57 kg,35 kg,105 kg,--,--,--,--,--,--,--,--,
912478,--,--,--,--,--,--,--,--,--,--,--,--,
536497,--,--,--,--,--,--,--,--,--,--,--,--,
66833,235 lb,155 lb,110 lb,250 lb,5:08,3:34,10:08,24:26,--,--,--,--,
1923919,--,--,--,--,--,--,--,--,--,--,--,--,
2263317,--,--,--,--,--,--,--,--,--,--,--,--,
554121,95 kg,75 kg,57 kg,125 kg,--,--,--,--,--,--,--,--,
263004,--,--,--,--,--,--,--,--,--,--,--,--,
525704,285 lb,200 lb,150 lb,310 lb,--,--,--,--,--,--,--,--,
2207607,--,--,--,--,--,--,--,--,--,--,--,--,
928748,--,--,--,--,--,--,--,--,--,--,--,--,
1225228,75 kg,65 kg,45 kg,125 kg,--,--,--,--,--,--,--,--,
1692178,--,--,--,--,--,--,--,--,--,--,--,--,
1276212,--,--,--,--,--,--,--,--,--,--,--,--,
445001,235 lb,155 lb,115 lb,300 lb,4:04,2:34,10:01,30:50,--,23:49,348,--,
1674399,166 lb,115 lb,80 lb,200 lb,--,--,10:58,32:55,--,--,--,--,
2402287,105 kg,60 kg,43 kg,112 kg,--,--,10:39,--,1:17,25:38,--,--,--
1584820,195 lb,145 lb,105 lb,210 lb,--,--,--,--,--,--,--,--,
2144513,--,--,--,--,--,--,--,--,--,--,--,--,
980165,--,--,--,--,--,--,--,--,--,--,--,--,
808325,--,--,--,--,--,--,--,--,--,--,--,--,
1940550,230 lb,158 lb,118 lb,255 lb,--,--,--,--,--,--,--,--,
1641102,--,--,--,149 kg,--,--,--,--,--,--,--,--,
1375019,200 lb,165 lb,--,235 lb,--,--,--,--,--,--,--,--,
272988,--,--,--,--,--,--,--,--,--,--,--,--,
1892454,230 lb,165 lb,120 lb,320 lb,--,--,--,--,--,--,--,--,
360965,163 lb,143 lb,103 lb,245 lb,--,2:50,--,--,--,--,--,--,
1775118,--,--,--,--,--,--,--,--,--,--,--,--,
1658037,--,--,--,--,--,--,--,--,--,--,--,--,
1172809,87 kg,70 kg,45 kg,110 kg,7:53,--,10:38,24:34,1:35,25:03,223,14,
989160,225 lb,165 lb,105 lb,275 lb,2:17,--,--,--,--,--,--,--,
990610,--,--,--,--,--,--,--,--,--,--,--,--,
872639,--,--,--,--,--,--,--,--,--,--,--,--,
1829285,--,125 lb,95 lb,245 lb,6:56,--,--,--,--,--,--,--,
259677,--,--,--,--,--,--,--,--,--,28:59,--,--,
1983396,--,--,--,--,--,--,--,--,--,--,--,--,
984798,--,--,--,--,--,--,--,--,--,--,--,--,
2084622,205 lb,145 lb,115 lb,215 lb,--,--,--,--,--,--,--,--,
1670774,--,--,--,--,--,--,--,--,--,--,--,--,
139412,185 lb,135 lb,90 lb,275 lb,--,--,--,--,--,--,--,--,
2251988,90 kg,72 kg,--,120 kg,--,--,--,--,1:36,27:40,230,13,
1624605,230 lb,160 lb,--,305 lb,--,--,--,--,--,--,--,--,
2209934,--,--,--,--,--,--,--,--,--,--,--,--,
2144762,190 lb,--,--,235 lb,--,--,--,--,--,21:30,--,--,
2247818,--,--,--,--,--,--,--,--,--,--,--,--,
813883,--,--,--,--,3:41,--,--,--,--,--,--,--,
1872272,--,--,--,--,--,--,--,--,--,--,--,--,
769601,210 lb,152 lb,--,250 lb,5:33,--,--,--,--,--,--,--,
1977018,--,--,--,--,--,--,--,--,--,--,--,--,
247015,235 lb,175 lb,135 lb,365 lb,7:24,2:47,--,--,--,--,290,12,
1616897,185 lb,140 lb,105 lb,2400 lb,--,--,--,--,--,--,--,--,
916739,--,--,--,--,--,--,--,--,--,--,--,--,
1393981,190 lb,125 lb,95 lb,235 lb,7:59,4:48,--,23:14,1:19,25:48,304,--,
1091692,90 kg,62 kg,47 kg,95 kg,--,4:39,--,--,--,--,--,25,--
243058,235 lb,180 lb,145 lb,300 lb,--,--,--,--,--,--,--,30,
464927,240 lb,165 lb,135 lb,320 lb,5:56,2:23,11:53,29:00,1:04,22:27,--,--,
2192990,115 kg,53 kg,45 kg,87 kg,--,--,--,--,--,--,--,10,
1379437,--,--,--,--,--,--,--,--,--,--,--,--,
954481,80 kg,48 kg,30 kg,80 kg,--,--,--,--,--,--,--,--,
750838,155 lb,115 lb,95 lb,205 lb,7:19,--,--,29:46,1:34,--,--,--,
